"gene_name","p_value","log2fc","fdr"
"Blvrb",1.55770003941018e-07,-1.93174825184317,0.00220975327590729
"Kit",5.45899240688215e-07,4.10934416489492,0.00387206331420151
"Atg10",5.20277111473225e-06,-0.671276341182341,0.00567371470622062
"Cyb561",5.32657792790875e-06,5.55458461568592,0.00567371470622062
"Ddit4l",3.04421293511438e-06,-2.1800246250215,0.00567371470622062
"Dhcr7",2.1403067658792e-06,1.85885449161092,0.00567371470622062
"Fam72a",5.59932369146261e-06,-1.98196605709239,0.00567371470622062
"Gpr149",1.38254221672895e-06,5.21244929413871,0.00567371470622062
"Igsf8",5.04334576821543e-06,1.97281738077672,0.00567371470622062
"Kirrel3",3.7019136431186e-06,0.902402128887191,0.00567371470622062
"Pkm",3.89830851836136e-06,-0.81908050453557,0.00567371470622062
"Plin3",4.31303020338231e-06,-2.59454850139683,0.00567371470622062
"Ppic",2.96787004194184e-06,-1.77708002627801,0.00567371470622062
"Rbms2",2.47619085426085e-06,-1.81278702542646,0.00567371470622062
"G3bp1",7.79150485563834e-06,0.676306419784668,0.006749621828266
"Nalcn",8.08850775979994e-06,2.34976594989669,0.006749621828266
"Stt3a",7.3327357436496e-06,-0.463071617541129,0.006749621828266
"Nav1",8.73062542562657e-06,1.39958875302304,0.00688070290488548
"Amdhd2",1.41481049241452e-05,-1.19805701130807,0.00991356963344902
"Gbp7",1.4675381524209e-05,-1.24032289363038,0.00991356963344902
"Smad3",1.45215970436346e-05,-1.33091685774271,0.00991356963344902
"Itga9",1.60083748847825e-05,3.22178607410549,0.0103224911870693
"Lgr5",1.72261795967104e-05,2.62172772608772,0.0106248079895189
"Acads",2.12309308557216e-05,-1.44372418363665,0.0113307059541097
"Actl6b",3.03515315279972e-05,3.41503745569743,0.0113307059541097
"Bmper",2.55913076690646e-05,-1.6867252088944,0.0113307059541097
"Casp6",2.41497101196055e-05,-1.46149203412598,0.0113307059541097
"Crlf1",2.32687107756102e-05,-1.34740169751771,0.0113307059541097
"Gamt",2.82804590321728e-05,-2.34052853059959,0.0113307059541097
"Gnpda1",2.08787630321484e-05,-1.30574026042639,0.0113307059541097
"Nptx1",2.36632284751691e-05,-1.87325980322628,0.0113307059541097
"Pcdhb3",2.63335464035473e-05,2.20511439852068,0.0113307059541097
"Plat",2.8431623775191e-05,-1.46374891326307,0.0113307059541097
"Polr3k",2.28020460182777e-05,-1.57697033326786,0.0113307059541097
"Rab17",2.85611691483314e-05,-1.60008918134444,0.0113307059541097
"Slc1a4",3.00236550564445e-05,1.43839456844542,0.0113307059541097
"Tmsb4x",2.9631120305227e-05,-1.30998847619325,0.0113307059541097
"Tpd52",2.92128050900901e-05,-0.741403768145252,0.0113307059541097
"Ank3",3.40732633730572e-05,2.69520350777187,0.0114253371202317
"Bmpr1b",3.60508453500356e-05,-1.92285942081161,0.0114253371202317
"Copz2",3.17045810022789e-05,-1.83503334730635,0.0114253371202317
"Mettl27",3.66998665214347e-05,-1.33955623359775,0.0114253371202317
"Nav3",3.69989388573073e-05,2.48865905869723,0.0114253371202317
"Plekha2",3.72977525882166e-05,-2.09040878364255,0.0114253371202317
"Rhog",3.78535770936763e-05,-0.946171820951943,0.0114253371202317
"Vrk2",3.32754147704508e-05,-1.86405247938703,0.0114253371202317
"Zscan18",3.22984626466172e-05,1.19981456745801,0.0114253371202317
"Clta",4.03553949748287e-05,-0.794532437673876,0.0116832986349575
"Faf2",4.01907778427628e-05,-0.249676022661816,0.0116832986349575
"Idi1",4.30928486565161e-05,2.56077592292092,0.0119865715890458
