"isoform_id","gene_name","best_day","p_value","fdr"
"ENSMUST00000200863","Fry","Day12",0.00465904451269106,0.0119246516523672
"ENSMUST00000200864","Mpv17","Day6",0.0399692705301399,0.0433032883869629
"ENSMUST00000200873","Stim2","Day3",0.0308447853575494,0.0369279402927739
"ENSMUST00000200883","Zar1","Day6",0.0116748391876438,0.0205458885863775
"ENSMUST00000200888","Bok","Day12",0.0434986011084316,0.0455466649848424
"ENSMUST00000200898","Hip1","Day12",4.8576575829351e-05,0.00108197421436366
"ENSMUST00000200911","Rgs6","Day12",0.00125579060824388,0.00567373567133211
"ENSMUST00000200915","Mkln1","Day3",0.0315188413624814,0.0373858960453991
"ENSMUST00000200921","Tcf4","Day3",0.0019217756383999,0.00722606413724855
"ENSMUST00000200930","Adgrl3","Day12",0.0132739965133435,0.022104920560327
"ENSMUST00000200933","Scn8a","Day6",0.030988842625902,0.0369279402927739
"ENSMUST00000200963","Scn8a","Day12",0.0416325825706377,0.0444817242380459
"ENSMUST00000200990","Agbl5","Day6",0.00815842622094487,0.0166064172492842
"ENSMUST00000200993","Polr1d","Day3",0.00637795669223218,0.0143911273680277
"ENSMUST00000201012","Ube2a","Day3",0.00109206165296516,0.00524163404894428
"ENSMUST00000201013","Castor2","Day12",0.0179144917647343,0.026738630370276
"ENSMUST00000201024","Cald1","Day3",0.025559984786593,0.0331036039539058
"ENSMUST00000201069","Haus3","Day12",0.037709283384602,0.0418908234511068
"ENSMUST00000201088","B3glct","Day3",0.0400487740054669,0.043349532838647
"ENSMUST00000201094","Tcf4","Day12",0.0317854459976379,0.0375774188802553
"ENSMUST00000201107","Babam2","Day3",0.0302697455891766,0.0367203441400915
"ENSMUST00000201110","Fosl2","Day3",0.0131643910744011,0.0219811736799902
"ENSMUST00000201125","Abhd1","Day12",2.50951486946427e-06,0.000267169894214507
"ENSMUST00000201134","Nsg1","Day6",0.00231605232757515,0.00801033131785321
"ENSMUST00000201136","Atraid","Day6",0.0496791615118223,0.0497587157913788
"ENSMUST00000201154","Eif2b4","Day12",0.000886476097192612,0.00468893326198583
"ENSMUST00000201155","Rpl6","Day6",0.0480485463100838,0.0487154477684174
"ENSMUST00000201165","Brca2","Day12",0.0399719135804434,0.0433038078653626
"ENSMUST00000201167","Agbl5","Day12",0.0366147344676886,0.0410924161657942
"ENSMUST00000201182","Cad","Day12",0.0417877776330179,0.0445690274605594
"ENSMUST00000201185","Gsn","Day3",0.0053030803863946,0.0128733964746741
"ENSMUST00000201202","Babam2","Day3",0.00436041413192512,0.0114652770428903
"ENSMUST00000201203","Tmem214","Day12",0.0262840481069324,0.0337422373715767
"ENSMUST00000201205","Tcf4","Day3",0.0230869417642207,0.0313127992262723
"ENSMUST00000201218","Senp7","Day6",0.00772269855581631,0.0160142780350874
"ENSMUST00000201241","Pdgfra","Day12",0.00319182835477394,0.00957787773925044
"ENSMUST00000201251","Poln","Day3",0.030988842625902,0.0369279402927739
"ENSMUST00000201252","Btc","Day3",0.0122322915655374,0.0211096150788266
"ENSMUST00000201253","Scarb2","Day3",0.00594927913900134,0.0138136657868921
"ENSMUST00000201260","Wdr1","Day3",0.00565388469066008,0.0133951825383004
"ENSMUST00000201264","Dtx1","Day12",0.023186805785928,0.0313803447025052
"ENSMUST00000201289","Tprkb","Day3",0.0372030285714895,0.0414670903006791
"ENSMUST00000201294","Slc4a1ap","Day6",0.0427413035233413,0.045153077343746
"ENSMUST00000201315","Crmp1","Day6",0.0335986420192218,0.0389187348813429
"ENSMUST00000201322","Limch1","Day12",0.00262447408759614,0.0085756637525408
"ENSMUST00000201330","Wdr1","Day3",0.018782605109633,0.0275243506783192
"ENSMUST00000201341","Nsg1","Day12",0.0111841174706407,0.0200690434978371
"ENSMUST00000201349","Syngap1","Day12",0.0169099556056851,0.0257535201223396
"ENSMUST00000201352","Babam2","Day3",0.0401492508749604,0.0434324535867653
"ENSMUST00000201363","Nsg1","Day6",0.0117483620216923,0.0206302391528488
"ENSMUST00000201374","Nup205","Day6",0.00193781931487991,0.00727136362716936
"ENSMUST00000201393","Krtcap3","Day3",0.042186857019779,0.0448226957878159
"ENSMUST00000201414","Cct6a","Day6",0.000173175124153824,0.00203175889747037
"ENSMUST00000201415","Nsg1","Day6",0.0234352864979005,0.031591438474907
"ENSMUST00000201422","Rab28","Day6",0.00309486239630574,0.00941107123398047
"ENSMUST00000201431","Hsph1","Day12",0.0133957185312159,0.022202327459613
"ENSMUST00000201433","Dnm1","Day12",4.37933013368585e-05,0.00102517301316634
"ENSMUST00000201438","Scn8a","Day12",0.0285865933447321,0.0354674352711885
"ENSMUST00000201442","Git2","Day12",0.0127887903253289,0.0215975733013618
"ENSMUST00000201452","Hsph1","Day12",0.00615788456083821,0.0141156639446781
"ENSMUST00000201468","Gtf3c2","Day12",0.00152115981513734,0.00632053429519906
"ENSMUST00000201469","Stim2","Day3",0.00606107892641072,0.0139714611753205
"ENSMUST00000201476","Senp7","Day6",0.020381918262909,0.0289157991233431
"ENSMUST00000201489","N4bp2","Day12",0.00761720882528127,0.0158612603660013
"ENSMUST00000201491","Mpv17","Day3",0.0052631901222463,0.0128060722461415
"ENSMUST00000201518","Scn8a","Day3",0.0322943817115983,0.0379391188315362
"ENSMUST00000201528","Bend4","Day12",0.0201719183806637,0.0287135300753135
"ENSMUST00000201549","Scn8a","Day12",0.0336644075169582,0.038931810341742
"ENSMUST00000201557","Polg","Day6",0.00528729325385446,0.0128506587098843
"ENSMUST00000201558","Slc25a22","Day12",0.00762160196160533,0.0158654563974551
"ENSMUST00000201589","Tcf4","Day12",0.0353175226632207,0.0401351911298302
"ENSMUST00000201595","Ubl3","Day12",0.00996893896305906,0.0188152549678783
"ENSMUST00000201597","Ubl3","Day12",0.0340196403131019,0.0392112352932182
"ENSMUST00000201610","Tex26","Day3",0.0210956308222026,0.0295595807131326
"ENSMUST00000201615","N4bp2","Day12",0.00375926177353991,0.0104371791368292
"ENSMUST00000201621","Khk","Day3",0.00526026153352499,0.0128048157709232
"ENSMUST00000201627","Tcf4","Day3",0.00649372115398905,0.0144296118078239
"ENSMUST00000201628","Fry","Day12",1.06132869817088e-05,0.000531062347347255
"ENSMUST00000201637","Ccnd2","Day3",0.0215604411196063,0.0299966793416461
"ENSMUST00000201680","Stard13","Day3",0.0096383968093896,0.0184799800881246
"ENSMUST00000201683","Tex26","Day3",0.0470547179408045,0.0480191801144752
"ENSMUST00000201705","Bend4","Day12",0.008763310088031,0.0173781483614327
"ENSMUST00000201710","Slc25a22","Day12",0.00662310300892444,0.0146278562701334
"ENSMUST00000201711","Pdgfra","Day12",0.000349812610522693,0.00287681406467174
"ENSMUST00000201758","Sptan1","Day3",0.030988842625902,0.0369279402927739
"ENSMUST00000201763","Mxd4","Day3",0.0125824387866695,0.0214555466453007
"ENSMUST00000201800","Shroom3","Day3",0.000667534344349519,0.00401584006677355
"ENSMUST00000201802","Depdc5","Day12",0.00557476013745539,0.0132847748721478
"ENSMUST00000201804","Zeb2","Day12",0.0114746531046326,0.0204488711071452
"ENSMUST00000201820","G3bp2","Day6",0.00155466043682606,0.00640454170916545
"ENSMUST00000201821","Preb","Day12",0.000799492217528397,0.00440657167443611
"ENSMUST00000201852","Limch1","Day12",0.00102520825383878,0.0051018257584742
"ENSMUST00000201856","Eln","Day12",0.0236224607697356,0.0317232657210318
"ENSMUST00000201869","Bicdl1","Day12",0.0377181798066161,0.0418908234511068
"ENSMUST00000201877","Hsph1","Day12",0.0406105025558451,0.0437069905939197
"ENSMUST00000201910","Mrpl33","Day6",0.000380750578402367,0.00298446416802208
"ENSMUST00000201972","Bend4","Day12",0.0107370750274721,0.0196815236445512
"ENSMUST00000201998","Hip1","Day12",0.00384530949638917,0.0106054663869683
"ENSMUST00000202003","Brca2","Day6",0.015382004755537,0.0242896114542073
