"isoform_id","gene_name","p_value","log2fc","fdr"
"ENSMUST00000216540","Dnmt1",1.26097748060815e-06,1.2837929105554,0.00254717451082845
"ENSMUST00000092971","Chd3",1.61758520554887e-05,2.45473989171796,0.0117589424434652
"ENSMUST00000101616","Smarca1",1.74637759061364e-05,1.85767944095907,0.0117589424434652
"ENSMUST00000030102","Kdm4c",0.000300751557761505,0.325019032904782,0.0582409284618947
"ENSMUST00000035540","Phf2",0.000361376755250428,0.533473376072791,0.0582409284618947
"ENSMUST00000077569","Smarca1",0.000151951578149877,1.7870508088962,0.0582409284618947
"ENSMUST00000094294","Pwwp2a",0.000192137468573687,0.677443411087063,0.0582409284618947
"ENSMUST00000105682","Rere",0.000292608063528968,0.417377637145004,0.0582409284618947
"ENSMUST00000108661","Chd3",0.000374817856437936,2.49115596413377,0.0582409284618947
"ENSMUST00000109723","Mta1",0.000320737189809143,0.704175655918318,0.0582409284618947
"ENSMUST00000128981","Chd3",0.00017224117817472,2.50901360174753,0.0582409284618947
"ENSMUST00000176030","Smarca2",0.000304874336500777,1.37629037978922,0.0582409284618947
"ENSMUST00000237692","Brd4",0.000204467321255357,0.493434402515224,0.0582409284618947
"ENSMUST00000196398","Tet2",0.000443825855662585,0.600485514495908,0.0640377306027445
"ENSMUST00000098603","Tet2",0.000560947004747592,0.582006762485992,0.0708195593493835
"ENSMUST00000107904","Akap1",0.000559079542459771,1.22239230356544,0.0708195593493835
"ENSMUST00000025862","Smarca2",0.000830978680923593,1.37938690962054,0.0762989516120754
"ENSMUST00000109727","Mta1",0.000774898647113445,0.667325520674973,0.0762989516120754
"ENSMUST00000135909","Chd3",0.000808680018799362,2.4924815672582,0.0762989516120754
"ENSMUST00000137152","Chd6",0.000777907406408871,-2.08746201382268,0.0762989516120754
"ENSMUST00000176769","Smarca2",0.000749583573734205,1.47674619852343,0.0762989516120754
"ENSMUST00000229160","Phf20l1",0.000797100751670775,0.668018235992838,0.0762989516120754
"ENSMUST00000005175","Chd5",0.00104391275745065,2.73447591532151,0.0843481508020122
"ENSMUST00000105637","Prdm16",0.00101666261728912,0.710493331800649,0.0843481508020122
"ENSMUST00000150095","Suv39h1",0.00104364609736568,0.555492943520577,0.0843481508020122
"ENSMUST00000151334","Hdac7",0.00109024116752034,-1.28746860827441,0.0847033522458113
"ENSMUST00000070313","Prdm16",0.00127307499100962,1.02647212975421,0.0952448696977571
"ENSMUST00000041736","Hdac11",0.00142302731191227,-0.503488437393092,0.102661256073671
"ENSMUST00000026832","Jmjd8",0.00304456958623692,0.477925204562904,0.103552467084278
"ENSMUST00000030775","Chd5",0.00232161078684229,2.71049327168836,0.103552467084278
"ENSMUST00000031215","Brdt",0.003667319801926,0.98000850523596,0.103552467084278
"ENSMUST00000033070","Kat8",0.00314956765836531,-0.282201815780651,0.103552467084278
"ENSMUST00000034096","Setd6",0.00154399469999472,1.34395435077348,0.103552467084278
"ENSMUST00000038489","Pygo1",0.00182276627756124,0.337625028103052,0.103552467084278
"ENSMUST00000041558","Ep400",0.00199834281759099,0.523146491874011,0.103552467084278
"ENSMUST00000045279","Jmjd4",0.00380180176519725,0.608768532586089,0.103552467084278
"ENSMUST00000047413","Mbd5",0.00344482589650758,0.58496249867768,0.103552467084278
"ENSMUST00000054308","G2e3",0.00244148618727214,0.576675884635597,0.103552467084278
"ENSMUST00000061070","Pwwp2a",0.0015285044594559,0.937587384491237,0.103552467084278
"ENSMUST00000063645","Mbtd1",0.00344511372976498,-0.913585200962537,0.103552467084278
"ENSMUST00000069690","Mta1",0.00319512712028775,0.470056849691758,0.103552467084278
"ENSMUST00000088402","Hdac7",0.00215731026387617,-1.05086407907485,0.103552467084278
"ENSMUST00000088973","Smarca1",0.0038093594223099,1.72043547652348,0.103552467084278
"ENSMUST00000091348","Ehmt1",0.00370728465298788,0.462243337375682,0.103552467084278
"ENSMUST00000099490","Nsd1",0.00317668516982085,0.63348799688411,0.103552467084278
"ENSMUST00000105519","L3mbtl3",0.00353701546302294,-0.408805539429577,0.103552467084278
"ENSMUST00000105680","Rere",0.00384066034070434,0.525939946984343,0.103552467084278
"ENSMUST00000107214","Psip1",0.00350410196173025,0.624437667094284,0.103552467084278
"ENSMUST00000108230","Dpf1",0.00242549836361855,2.62449056272171,0.103552467084278
"ENSMUST00000108777","Jmjd4",0.00293850546678888,0.550579504829864,0.103552467084278
